Image,Coordonnees
image_1317.png,"(246, 264, 368, 273)"
image_1318.png,"(74, 295, 154, 341)"
image_1319.png,"(153, 204, 187, 280)"
image_1320.png,"(254, 235, 372, 375)"
image_1321.png,"(393, 185, 500, 258)"
image_1322.png,"(22, 71, 102, 167)"
image_1323.png,"(353, 204, 471, 425)"
image_1324.png,"(187, 295, 253, 347)"
image_1325.png,"(218, 249, 329, 429)"
image_1326.png,"(363, 39, 410, 187)"
image_1327.png,"(131, 2, 252, 103)"
image_1328.png,"(303, 330, 385, 373)"
image_1329.png,"(350, 224, 410, 366)"
image_1330.png,"(287, 205, 340, 328)"
image_1331.png,"(118, 0, 206, 62)"
image_1332.png,"(231, 55, 276, 154)"
image_1333.png,"(0, 396, 125, 458)"
image_1334.png,"(0, 0, 0, 0)"
image_1335.png,"(109, 132, 205, 277)"
image_1336.png,"(311, 239, 365, 374)"
image_1337.png,"(255, 160, 310, 245)"
image_1338.png,"(229, 243, 265, 354)"
image_1339.png,"(281, 92, 375, 230)"
image_1340.png,"(146, 213, 300, 383)"
image_1341.png,"(31, 75, 126, 198)"
image_1342.png,"(357, 90, 399, 167)"
image_1343.png,"(245, 358, 357, 503)"
image_1344.png,"(260, 99, 289, 117)"
image_1345.png,"(158, 173, 338, 283)"
image_1346.png,"(71, 274, 233, 460)"
image_1347.png,"(174, 197, 226, 241)"
image_1348.png,"(59, 269, 219, 438)"
image_1349.png,"(0, 0, 0, 0)"
image_1350.png,"(374, 184, 500, 193)"
image_1351.png,"(113, 384, 308, 412)"
image_1352.png,"(1, 149, 109, 192)"
image_1353.png,"(399, 113, 498, 241)"
image_1354.png,"(79, 325, 170, 335)"
image_1355.png,"(186, 83, 212, 167)"
image_1356.png,"(338, 154, 421, 178)"
image_1357.png,"(127, 245, 186, 273)"
image_1358.png,"(236, 192, 373, 407)"
image_1359.png,"(106, 225, 191, 259)"
image_1360.png,"(334, 140, 485, 282)"
image_1361.png,"(296, 27, 318, 56)"
image_1362.png,"(30, 135, 82, 216)"
image_1363.png,"(0, 0, 0, 0)"
image_1364.png,"(341, 54, 396, 231)"
image_1365.png,"(15, 324, 204, 487)"
image_1366.png,"(337, 274, 500, 434)"
image_1367.png,"(110, 342, 197, 469)"
image_1368.png,"(324, 190, 419, 285)"
image_1369.png,"(21, 221, 84, 321)"
image_1370.png,"(87, 199, 156, 210)"
image_1371.png,"(150, 391, 243, 481)"
image_1372.png,"(213, 327, 294, 349)"
image_1373.png,"(117, 49, 191, 132)"
image_1374.png,"(366, 249, 404, 319)"
image_1375.png,"(172, 303, 207, 318)"
image_1376.png,"(71, 231, 111, 237)"
image_1377.png,"(219, 79, 256, 100)"
image_1378.png,"(65, 109, 191, 224)"
image_1379.png,"(380, 31, 430, 112)"
image_1380.png,"(86, 232, 179, 274)"
image_1381.png,"(10, 355, 130, 550)"
image_1382.png,"(227, 385, 333, 478)"
image_1383.png,"(115, 241, 136, 308)"
image_1384.png,"(65, 336, 187, 515)"
image_1385.png,"(127, 390, 245, 410)"
image_1386.png,"(353, 90, 481, 239)"
image_1387.png,"(0, 0, 0, 0)"
image_1388.png,"(30, 355, 160, 404)"
image_1389.png,"(356, 218, 426, 280)"
image_1390.png,"(265, 151, 361, 277)"
image_1391.png,"(70, 251, 113, 299)"
image_1392.png,"(118, 336, 231, 409)"
image_1393.png,"(28, 252, 88, 346)"
image_1394.png,"(186, 23, 289, 62)"
image_1395.png,"(344, 229, 389, 295)"
image_1396.png,"(0, 0, 0, 0)"
image_1397.png,"(293, 220, 343, 321)"
image_1398.png,"(224, 351, 385, 382)"
image_1399.png,"(137, 191, 249, 324)"
image_1400.png,"(249, 394, 313, 438)"
image_1401.png,"(98, 376, 144, 459)"
image_1402.png,"(276, 245, 500, 461)"
image_1403.png,"(328, 296, 388, 400)"
image_1404.png,"(249, 158, 334, 253)"
image_1405.png,"(0, 0, 0, 0)"
image_1406.png,"(265, 189, 425, 343)"
image_1407.png,"(0, 0, 0, 0)"
image_1408.png,"(185, 102, 353, 122)"
image_1409.png,"(0, 0, 0, 0)"
image_1410.png,"(253, 392, 353, 422)"
image_1411.png,"(349, 211, 464, 446)"
image_1412.png,"(206, 233, 332, 435)"
image_1413.png,"(195, 26, 240, 73)"
image_1414.png,"(202, 277, 291, 311)"
image_1415.png,"(334, 35, 448, 66)"
image_1416.png,"(362, 73, 414, 150)"
image_1417.png,"(189, 178, 288, 188)"
image_1418.png,"(20, 327, 120, 368)"
image_1419.png,"(364, 138, 500, 236)"
image_1420.png,"(265, 364, 297, 451)"
image_1421.png,"(18, 104, 108, 126)"
image_1422.png,"(244, 246, 307, 265)"
image_1423.png,"(191, 346, 313, 491)"
image_1424.png,"(12, 333, 158, 633)"
image_1425.png,"(345, 312, 492, 330)"
image_1426.png,"(4, 239, 141, 303)"
image_1427.png,"(98, 104, 232, 300)"
image_1428.png,"(54, 321, 117, 512)"
image_1429.png,"(151, 237, 282, 533)"
image_1430.png,"(0, 0, 0, 0)"
image_1431.png,"(127, 286, 199, 345)"
image_1432.png,"(54, 67, 117, 154)"
image_1433.png,"(92, 371, 283, 390)"
image_1434.png,"(82, 171, 239, 240)"
image_1435.png,"(300, 255, 429, 364)"
image_1436.png,"(327, 130, 470, 278)"
image_1437.png,"(347, 76, 464, 153)"
image_1438.png,"(252, 76, 360, 110)"
image_1439.png,"(265, 201, 395, 229)"
image_1440.png,"(0, 0, 0, 0)"
image_1441.png,"(359, 245, 417, 398)"
image_1442.png,"(38, 160, 135, 204)"
image_1443.png,"(284, 169, 402, 401)"
image_1444.png,"(295, 208, 412, 358)"
image_1445.png,"(158, 79, 247, 134)"
image_1446.png,"(228, 137, 318, 237)"
image_1447.png,"(31, 109, 59, 182)"
image_1448.png,"(57, 356, 123, 389)"
image_1449.png,"(88, 122, 148, 192)"
image_1450.png,"(41, 7, 196, 222)"
image_1451.png,"(230, 127, 280, 156)"
image_1452.png,"(387, 170, 500, 353)"
image_1453.png,"(0, 0, 0, 0)"
image_1454.png,"(347, 58, 392, 91)"
image_1455.png,"(123, 271, 223, 427)"
image_1456.png,"(165, 383, 231, 450)"
image_1457.png,"(302, 260, 470, 367)"
image_1458.png,"(377, 398, 498, 404)"
image_1459.png,"(363, 166, 500, 248)"
image_1460.png,"(235, 116, 307, 181)"
image_1461.png,"(210, 121, 288, 162)"
image_1462.png,"(291, 52, 328, 80)"
image_1463.png,"(75, 151, 170, 293)"
image_1464.png,"(151, 185, 256, 301)"
image_1465.png,"(357, 189, 380, 207)"
image_1466.png,"(396, 215, 475, 231)"
image_1467.png,"(94, 330, 182, 530)"
image_1468.png,"(326, 228, 423, 330)"
image_1469.png,"(399, 6, 481, 146)"
image_1470.png,"(54, 259, 274, 309)"
image_1471.png,"(126, 386, 198, 412)"
image_1472.png,"(165, 173, 276, 308)"
image_1473.png,"(222, 89, 310, 98)"
image_1474.png,"(14, 263, 138, 410)"
image_1475.png,"(255, 93, 424, 132)"
image_1476.png,"(260, 160, 291, 176)"
image_1477.png,"(224, 137, 281, 168)"
image_1478.png,"(29, 43, 62, 102)"
image_1479.png,"(152, 69, 204, 155)"
image_1480.png,"(140, 44, 193, 101)"
image_1481.png,"(265, 207, 397, 216)"
image_1482.png,"(294, 169, 385, 254)"
image_1483.png,"(21, 326, 96, 418)"
image_1484.png,"(370, 76, 500, 223)"
image_1485.png,"(208, 340, 310, 479)"
image_1486.png,"(5, 236, 58, 262)"
image_1487.png,"(174, 288, 212, 399)"
image_1488.png,"(49, 203, 106, 242)"
image_1489.png,"(0, 0, 0, 0)"
image_1490.png,"(396, 103, 459, 378)"
image_1491.png,"(333, 123, 461, 193)"
image_1492.png,"(364, 292, 455, 326)"
image_1493.png,"(227, 168, 259, 222)"
image_1494.png,"(168, 276, 276, 303)"
image_1495.png,"(262, 193, 400, 470)"
image_1496.png,"(179, 235, 226, 328)"
image_1497.png,"(186, 165, 261, 189)"
image_1498.png,"(115, 336, 248, 444)"
image_1499.png,"(303, 308, 474, 516)"
image_1500.png,"(337, 13, 396, 133)"
image_1501.png,"(317, 335, 371, 381)"
image_1502.png,"(215, 44, 250, 187)"
image_1503.png,"(352, 86, 395, 127)"
image_1504.png,"(13, 184, 128, 293)"
image_1505.png,"(299, 152, 377, 175)"
image_1506.png,"(170, 1, 249, 93)"
image_1507.png,"(68, 123, 145, 211)"
image_1508.png,"(145, 345, 351, 374)"
image_1509.png,"(19, 214, 80, 382)"
image_1510.png,"(258, 263, 342, 470)"
image_1511.png,"(116, 295, 157, 300)"
image_1512.png,"(121, 132, 282, 222)"
image_1513.png,"(239, 189, 305, 312)"
image_1514.png,"(157, 303, 328, 515)"
image_1515.png,"(256, 87, 371, 287)"
image_1516.png,"(388, 319, 452, 340)"
image_1517.png,"(367, 145, 423, 199)"
image_1518.png,"(372, 378, 477, 500)"
image_1519.png,"(261, 75, 301, 95)"
image_1520.png,"(220, 352, 414, 582)"
image_1521.png,"(314, 328, 444, 609)"
image_1522.png,"(344, 372, 444, 501)"
image_1523.png,"(377, 266, 487, 282)"
image_1524.png,"(264, 30, 414, 142)"
image_1525.png,"(364, 284, 442, 345)"
image_1526.png,"(382, 131, 439, 217)"
image_1527.png,"(322, 213, 398, 296)"
image_1528.png,"(357, 6, 442, 60)"
image_1529.png,"(158, 150, 299, 228)"
image_1530.png,"(14, 217, 177, 274)"
image_1531.png,"(390, 284, 439, 296)"
image_1532.png,"(0, 0, 0, 0)"
image_1533.png,"(76, 275, 255, 337)"
image_1534.png,"(350, 79, 447, 100)"
image_1535.png,"(0, 0, 0, 0)"
image_1536.png,"(197, 80, 285, 116)"
image_1537.png,"(148, 3, 262, 135)"
image_1538.png,"(165, 282, 296, 405)"
image_1539.png,"(5, 104, 149, 143)"
image_1540.png,"(16, 121, 118, 246)"
image_1541.png,"(101, 4, 245, 71)"
image_1542.png,"(340, 398, 473, 433)"
image_1543.png,"(209, 251, 258, 301)"
image_1544.png,"(282, 152, 393, 224)"
image_1545.png,"(231, 290, 321, 387)"
image_1546.png,"(237, 396, 290, 447)"
image_1547.png,"(350, 30, 381, 66)"
image_1548.png,"(154, 121, 317, 276)"
image_1549.png,"(86, 246, 347, 498)"
image_1550.png,"(134, 156, 216, 207)"
image_1551.png,"(203, 299, 328, 408)"
image_1552.png,"(365, 289, 438, 391)"
image_1553.png,"(381, 202, 464, 285)"
image_1554.png,"(286, 351, 308, 410)"
image_1555.png,"(185, 31, 344, 290)"
image_1556.png,"(263, 262, 414, 351)"
image_1557.png,"(328, 84, 410, 182)"
image_1558.png,"(48, 89, 149, 236)"
image_1559.png,"(108, 208, 159, 257)"
image_1560.png,"(0, 0, 0, 0)"
image_1561.png,"(280, 46, 346, 214)"
image_1562.png,"(313, 395, 479, 533)"
image_1563.png,"(300, 7, 432, 112)"
image_1564.png,"(257, 228, 301, 282)"
image_1565.png,"(155, 21, 188, 101)"
image_1566.png,"(197, 290, 254, 391)"
image_1567.png,"(395, 288, 500, 377)"
image_1568.png,"(17, 94, 77, 133)"
image_1569.png,"(29, 206, 74, 225)"
image_1570.png,"(273, 294, 336, 358)"
image_1571.png,"(181, 237, 265, 292)"
image_1572.png,"(191, 17, 294, 45)"
image_1573.png,"(80, 139, 160, 334)"
image_1574.png,"(159, 370, 297, 505)"
image_1575.png,"(83, 260, 123, 278)"
image_1576.png,"(85, 370, 160, 396)"
image_1577.png,"(207, 107, 308, 171)"
image_1578.png,"(366, 116, 452, 265)"
image_1579.png,"(174, 165, 351, 369)"
image_1580.png,"(371, 169, 453, 219)"
image_1581.png,"(347, 93, 416, 125)"
image_1582.png,"(319, 355, 424, 401)"
image_1583.png,"(175, 219, 302, 239)"
image_1584.png,"(303, 16, 378, 111)"
image_1585.png,"(369, 15, 500, 47)"
image_1586.png,"(65, 342, 206, 440)"
image_1587.png,"(53, 368, 214, 522)"
image_1588.png,"(375, 271, 438, 318)"
image_1589.png,"(90, 151, 195, 323)"
image_1590.png,"(117, 94, 166, 114)"
image_1591.png,"(162, 195, 287, 381)"
image_1592.png,"(381, 7, 500, 270)"
image_1593.png,"(133, 279, 238, 419)"
image_1594.png,"(14, 291, 114, 443)"
image_1595.png,"(158, 21, 222, 120)"
image_1596.png,"(3, 349, 110, 386)"
image_1597.png,"(64, 398, 239, 500)"
image_1598.png,"(41, 179, 98, 419)"
image_1599.png,"(38, 273, 65, 322)"
image_1600.png,"(340, 86, 391, 138)"
image_1601.png,"(101, 38, 247, 119)"
image_1602.png,"(215, 128, 313, 307)"
image_1603.png,"(231, 272, 396, 417)"
image_1604.png,"(290, 187, 443, 550)"
image_1605.png,"(62, 292, 108, 399)"
image_1606.png,"(274, 98, 324, 132)"
image_1607.png,"(264, 211, 301, 283)"
image_1608.png,"(194, 76, 255, 98)"
image_1609.png,"(189, 203, 299, 240)"
image_1610.png,"(109, 399, 213, 461)"
image_1611.png,"(272, 24, 363, 62)"
image_1612.png,"(242, 310, 270, 321)"
image_1613.png,"(114, 14, 230, 46)"
image_1614.png,"(88, 22, 180, 56)"
image_1615.png,"(159, 307, 184, 386)"
image_1616.png,"(191, 318, 264, 417)"
image_1617.png,"(277, 253, 329, 385)"
image_1618.png,"(39, 331, 136, 477)"
image_1619.png,"(344, 322, 500, 415)"
image_1620.png,"(290, 267, 500, 330)"
image_1621.png,"(289, 83, 355, 104)"
image_1622.png,"(328, 292, 418, 405)"
image_1623.png,"(112, 21, 233, 100)"
image_1624.png,"(320, 165, 414, 181)"
image_1625.png,"(377, 384, 495, 555)"
image_1626.png,"(373, 268, 401, 311)"
image_1627.png,"(29, 72, 223, 362)"
image_1628.png,"(200, 31, 284, 112)"
image_1629.png,"(348, 162, 500, 193)"
image_1630.png,"(148, 348, 221, 404)"
image_1631.png,"(48, 186, 131, 240)"
image_1632.png,"(130, 150, 287, 363)"
image_1633.png,"(119, 175, 183, 295)"
image_1634.png,"(185, 205, 269, 249)"
image_1635.png,"(150, 245, 234, 280)"
image_1636.png,"(45, 58, 135, 98)"
image_1637.png,"(365, 0, 410, 74)"
image_1638.png,"(373, 240, 500, 544)"
image_1639.png,"(209, 359, 322, 456)"
image_1640.png,"(299, 372, 352, 450)"
image_1641.png,"(160, 23, 210, 49)"
image_1642.png,"(248, 80, 439, 168)"
image_1643.png,"(215, 353, 298, 466)"
image_1644.png,"(264, 256, 321, 277)"
image_1645.png,"(389, 7, 500, 147)"
image_1646.png,"(0, 0, 0, 0)"
image_1647.png,"(95, 326, 172, 370)"
image_1648.png,"(16, 237, 164, 274)"
image_1649.png,"(204, 99, 310, 153)"
image_1650.png,"(0, 0, 0, 0)"
image_1651.png,"(196, 13, 258, 37)"
image_1652.png,"(66, 77, 181, 197)"
image_1653.png,"(83, 211, 107, 298)"
image_1654.png,"(199, 337, 342, 351)"
image_1655.png,"(164, 123, 305, 387)"
image_1656.png,"(376, 230, 437, 252)"
image_1657.png,"(331, 287, 449, 477)"
image_1658.png,"(388, 259, 434, 368)"
image_1659.png,"(366, 237, 409, 290)"
image_1660.png,"(5, 369, 147, 442)"
image_1661.png,"(324, 194, 419, 212)"
image_1662.png,"(226, 104, 308, 134)"
image_1663.png,"(48, 344, 150, 352)"
image_1664.png,"(399, 399, 428, 425)"
image_1665.png,"(202, 2, 319, 133)"
image_1666.png,"(43, 0, 117, 118)"
image_1667.png,"(335, 29, 443, 45)"
image_1668.png,"(18, 266, 112, 309)"
image_1669.png,"(239, 310, 264, 402)"
image_1670.png,"(100, 265, 121, 311)"
image_1671.png,"(174, 335, 247, 414)"
image_1672.png,"(177, 91, 243, 137)"
image_1673.png,"(78, 219, 148, 268)"
image_1674.png,"(255, 243, 326, 331)"
image_1675.png,"(229, 310, 258, 397)"
image_1676.png,"(0, 0, 0, 0)"
image_1677.png,"(231, 368, 443, 465)"
image_1678.png,"(87, 389, 180, 444)"
image_1679.png,"(311, 204, 485, 269)"
image_1680.png,"(115, 139, 295, 478)"
image_1681.png,"(112, 206, 213, 342)"
image_1682.png,"(251, 372, 311, 421)"
image_1683.png,"(125, 215, 294, 360)"
image_1684.png,"(319, 226, 433, 267)"
image_1685.png,"(27, 365, 228, 639)"
image_1686.png,"(303, 297, 445, 391)"
image_1687.png,"(348, 279, 439, 287)"
image_1688.png,"(3, 376, 130, 409)"
image_1689.png,"(47, 304, 104, 361)"
image_1690.png,"(344, 314, 431, 492)"
image_1691.png,"(197, 298, 328, 312)"
image_1692.png,"(109, 64, 147, 86)"
image_1693.png,"(201, 268, 276, 307)"
image_1694.png,"(334, 269, 423, 408)"
image_1695.png,"(0, 0, 0, 0)"
image_1696.png,"(89, 162, 158, 381)"
image_1697.png,"(368, 54, 452, 142)"
image_1698.png,"(369, 292, 500, 363)"
image_1699.png,"(179, 32, 243, 57)"
image_1700.png,"(225, 152, 321, 217)"
image_1701.png,"(60, 266, 225, 331)"
image_1702.png,"(0, 0, 0, 0)"
image_1703.png,"(5, 332, 134, 453)"
image_1704.png,"(257, 87, 447, 168)"
image_1705.png,"(20, 275, 53, 296)"
image_1706.png,"(247, 296, 317, 431)"
image_1707.png,"(129, 330, 233, 512)"
image_1708.png,"(273, 296, 371, 358)"
image_1709.png,"(19, 369, 97, 514)"
image_1710.png,"(0, 0, 0, 0)"
image_1711.png,"(62, 238, 114, 316)"
image_1712.png,"(244, 349, 322, 415)"
image_1713.png,"(353, 152, 447, 297)"
image_1714.png,"(16, 302, 85, 413)"
image_1715.png,"(307, 239, 449, 285)"
image_1716.png,"(303, 228, 381, 276)"
image_1717.png,"(140, 22, 203, 89)"
image_1718.png,"(290, 8, 442, 87)"
image_1719.png,"(278, 139, 341, 344)"
image_1720.png,"(154, 169, 322, 330)"
image_1721.png,"(76, 96, 125, 192)"
image_1722.png,"(399, 66, 484, 135)"
image_1723.png,"(100, 129, 268, 289)"
image_1724.png,"(384, 394, 437, 410)"
image_1725.png,"(274, 391, 389, 588)"
image_1726.png,"(16, 315, 73, 363)"
image_1727.png,"(81, 2, 142, 79)"
image_1728.png,"(132, 335, 257, 566)"
image_1729.png,"(196, 322, 239, 333)"
image_1730.png,"(95, 101, 177, 230)"
image_1731.png,"(36, 94, 176, 208)"
image_1732.png,"(319, 277, 348, 351)"
image_1733.png,"(75, 144, 170, 153)"
image_1734.png,"(45, 32, 164, 95)"
image_1735.png,"(0, 0, 0, 0)"
image_1736.png,"(249, 355, 355, 384)"
image_1737.png,"(361, 253, 458, 388)"
image_1738.png,"(0, 0, 0, 0)"
image_1739.png,"(336, 194, 434, 282)"
image_1740.png,"(340, 399, 422, 447)"
image_1741.png,"(252, 110, 341, 193)"
image_1742.png,"(290, 215, 373, 435)"
image_1743.png,"(197, 305, 261, 390)"
image_1744.png,"(365, 397, 451, 531)"
image_1745.png,"(322, 76, 340, 119)"
image_1746.png,"(312, 136, 347, 166)"
image_1747.png,"(22, 129, 124, 267)"
image_1748.png,"(99, 378, 227, 528)"
image_1749.png,"(331, 276, 407, 417)"
image_1750.png,"(265, 162, 298, 166)"
image_1751.png,"(42, 21, 106, 89)"
image_1752.png,"(258, 278, 367, 349)"
image_1753.png,"(267, 153, 427, 310)"
image_1754.png,"(281, 170, 455, 239)"
image_1755.png,"(66, 187, 145, 322)"
image_1756.png,"(74, 305, 200, 313)"
image_1757.png,"(118, 118, 168, 165)"
image_1758.png,"(375, 18, 430, 68)"
image_1759.png,"(169, 215, 193, 256)"
image_1760.png,"(196, 290, 297, 399)"
image_1761.png,"(315, 106, 484, 185)"
image_1762.png,"(250, 45, 331, 100)"
image_1763.png,"(392, 230, 415, 278)"
image_1764.png,"(143, 237, 352, 539)"
image_1765.png,"(82, 40, 239, 211)"
image_1766.png,"(93, 355, 179, 461)"
image_1767.png,"(177, 320, 339, 407)"
image_1768.png,"(166, 210, 258, 302)"
image_1769.png,"(189, 22, 305, 168)"
image_1770.png,"(76, 131, 136, 135)"
image_1771.png,"(138, 312, 230, 379)"
image_1772.png,"(338, 63, 382, 153)"
image_1773.png,"(81, 114, 132, 156)"
image_1774.png,"(217, 112, 267, 180)"
image_1775.png,"(129, 157, 238, 211)"
image_1776.png,"(190, 282, 282, 371)"
image_1777.png,"(31, 123, 224, 335)"
image_1778.png,"(43, 76, 66, 124)"
image_1779.png,"(227, 375, 301, 406)"
image_1780.png,"(336, 91, 430, 249)"
image_1781.png,"(249, 220, 307, 288)"
image_1782.png,"(67, 103, 125, 156)"
image_1783.png,"(146, 278, 254, 343)"
image_1784.png,"(179, 382, 238, 461)"
image_1785.png,"(76, 267, 104, 299)"
image_1786.png,"(399, 115, 500, 179)"
image_1787.png,"(298, 249, 345, 275)"
image_1788.png,"(371, 298, 450, 324)"
image_1789.png,"(175, 18, 198, 104)"
image_1790.png,"(203, 190, 347, 286)"
image_1791.png,"(183, 5, 316, 60)"
image_1792.png,"(231, 30, 307, 82)"
image_1793.png,"(68, 260, 259, 418)"
image_1794.png,"(127, 340, 228, 360)"
image_1795.png,"(170, 213, 240, 274)"
image_1796.png,"(144, 373, 200, 506)"
image_1797.png,"(235, 353, 358, 497)"
image_1798.png,"(0, 0, 0, 0)"
image_1799.png,"(315, 376, 483, 470)"
image_1800.png,"(26, 242, 167, 328)"
image_1801.png,"(8, 270, 129, 513)"
image_1802.png,"(284, 187, 396, 315)"
image_1803.png,"(30, 110, 87, 180)"
image_1804.png,"(15, 121, 87, 146)"
image_1805.png,"(257, 149, 302, 204)"
image_1806.png,"(199, 55, 299, 168)"
image_1807.png,"(81, 207, 255, 391)"
image_1808.png,"(131, 12, 172, 74)"
image_1809.png,"(256, 283, 344, 400)"
image_1810.png,"(140, 74, 189, 125)"
image_1811.png,"(157, 376, 190, 388)"
image_1812.png,"(0, 0, 0, 0)"
image_1813.png,"(187, 392, 216, 418)"
image_1814.png,"(270, 300, 345, 430)"
image_1815.png,"(225, 111, 268, 156)"
image_1816.png,"(319, 178, 356, 243)"
image_1817.png,"(331, 331, 471, 497)"
image_1818.png,"(279, 19, 333, 79)"
image_1819.png,"(6, 118, 182, 213)"
image_1820.png,"(89, 301, 234, 428)"
image_1821.png,"(150, 202, 202, 257)"
image_1822.png,"(228, 88, 331, 176)"
image_1823.png,"(167, 121, 251, 248)"
image_1824.png,"(167, 36, 354, 74)"
image_1825.png,"(297, 312, 351, 388)"
image_1826.png,"(129, 332, 166, 362)"
image_1827.png,"(32, 10, 94, 35)"
image_1828.png,"(316, 329, 443, 616)"
image_1829.png,"(121, 288, 160, 295)"
image_1830.png,"(308, 160, 373, 212)"
image_1831.png,"(58, 353, 120, 377)"
image_1832.png,"(300, 140, 488, 171)"
image_1833.png,"(161, 112, 233, 124)"
image_1834.png,"(85, 360, 187, 463)"
image_1835.png,"(343, 70, 374, 142)"
image_1836.png,"(65, 179, 187, 327)"
image_1837.png,"(90, 263, 163, 353)"
image_1838.png,"(244, 254, 294, 288)"
image_1839.png,"(349, 176, 424, 386)"
image_1840.png,"(394, 100, 492, 192)"
image_1841.png,"(393, 208, 459, 262)"
image_1842.png,"(209, 287, 348, 313)"
image_1843.png,"(284, 22, 367, 126)"
image_1844.png,"(39, 112, 148, 218)"
image_1845.png,"(107, 219, 167, 363)"
image_1846.png,"(307, 109, 416, 228)"
image_1847.png,"(156, 368, 254, 445)"
image_1848.png,"(85, 138, 162, 198)"
image_1849.png,"(122, 89, 315, 168)"
image_1850.png,"(12, 253, 56, 377)"
image_1851.png,"(266, 243, 348, 294)"
image_1852.png,"(38, 13, 110, 90)"
image_1853.png,"(357, 48, 487, 164)"
image_1854.png,"(363, 169, 500, 180)"
image_1855.png,"(177, 227, 262, 313)"
image_1856.png,"(197, 377, 252, 538)"
image_1857.png,"(6, 160, 90, 213)"
image_1858.png,"(390, 11, 470, 183)"
image_1859.png,"(340, 8, 434, 148)"
image_1860.png,"(294, 383, 383, 514)"
image_1861.png,"(278, 56, 317, 183)"
image_1862.png,"(300, 208, 359, 215)"
image_1863.png,"(393, 229, 446, 264)"
image_1864.png,"(230, 313, 290, 362)"
image_1865.png,"(57, 396, 121, 489)"
image_1866.png,"(309, 9, 395, 126)"
image_1867.png,"(203, 214, 365, 535)"
image_1868.png,"(41, 40, 111, 106)"
image_1869.png,"(339, 77, 405, 163)"
image_1870.png,"(355, 121, 400, 233)"
image_1871.png,"(0, 0, 0, 0)"
image_1872.png,"(242, 395, 296, 511)"
image_1873.png,"(291, 356, 396, 496)"
image_1874.png,"(390, 108, 479, 256)"
image_1875.png,"(320, 67, 382, 77)"
image_1876.png,"(2, 192, 123, 256)"
image_1877.png,"(235, 40, 325, 187)"
image_1878.png,"(173, 252, 347, 532)"
image_1879.png,"(130, 24, 346, 200)"
image_1880.png,"(35, 393, 97, 585)"
image_1881.png,"(244, 241, 449, 455)"
image_1882.png,"(263, 242, 372, 428)"
image_1883.png,"(266, 9, 406, 141)"
image_1884.png,"(213, 101, 277, 198)"
image_1885.png,"(381, 146, 446, 293)"
image_1886.png,"(170, 41, 244, 63)"
image_1887.png,"(171, 122, 280, 223)"
image_1888.png,"(39, 378, 227, 603)"
image_1889.png,"(344, 73, 449, 155)"
image_1890.png,"(332, 388, 446, 462)"
image_1891.png,"(0, 0, 0, 0)"
image_1892.png,"(282, 115, 326, 184)"
image_1893.png,"(154, 267, 264, 328)"
image_1894.png,"(277, 110, 324, 306)"
image_1895.png,"(251, 50, 364, 91)"
image_1896.png,"(150, 235, 244, 273)"
image_1897.png,"(3, 246, 107, 319)"
image_1898.png,"(83, 20, 199, 47)"
image_1899.png,"(206, 198, 314, 251)"
image_1900.png,"(334, 104, 413, 180)"
image_1901.png,"(157, 306, 235, 353)"
image_1902.png,"(157, 247, 212, 438)"
image_1903.png,"(125, 371, 159, 375)"
image_1904.png,"(347, 263, 495, 386)"
image_1905.png,"(247, 386, 320, 484)"
image_1906.png,"(146, 293, 208, 324)"
image_1907.png,"(378, 22, 500, 84)"
image_1908.png,"(400, 134, 435, 217)"
image_1909.png,"(84, 376, 153, 527)"
image_1910.png,"(165, 278, 339, 292)"
image_1911.png,"(0, 0, 0, 0)"
image_1912.png,"(0, 0, 0, 0)"
image_1913.png,"(187, 117, 243, 187)"
image_1914.png,"(64, 377, 170, 446)"
image_1915.png,"(167, 240, 304, 280)"
image_1916.png,"(15, 342, 108, 458)"
image_1917.png,"(372, 104, 487, 264)"
image_1918.png,"(317, 257, 394, 263)"
image_1919.png,"(278, 111, 305, 133)"
image_1920.png,"(369, 100, 428, 144)"
image_1921.png,"(209, 238, 248, 323)"
image_1922.png,"(105, 323, 187, 421)"
image_1923.png,"(79, 186, 172, 199)"
image_1924.png,"(0, 0, 0, 0)"
image_1925.png,"(34, 19, 101, 41)"
image_1926.png,"(0, 0, 0, 0)"
image_1927.png,"(355, 277, 427, 386)"
image_1928.png,"(14, 156, 189, 284)"
image_1929.png,"(368, 340, 500, 645)"
image_1930.png,"(203, 116, 261, 279)"
image_1931.png,"(189, 289, 354, 537)"
image_1932.png,"(0, 0, 0, 0)"
image_1933.png,"(45, 112, 123, 366)"
image_1934.png,"(69, 379, 133, 431)"
image_1935.png,"(0, 0, 0, 0)"
image_1936.png,"(96, 347, 239, 421)"
image_1937.png,"(157, 267, 197, 295)"
image_1938.png,"(23, 400, 250, 623)"
image_1939.png,"(185, 313, 316, 424)"
image_1940.png,"(0, 0, 0, 0)"
image_1941.png,"(314, 35, 355, 108)"
image_1942.png,"(236, 315, 306, 399)"
image_1943.png,"(321, 103, 380, 127)"
image_1944.png,"(272, 14, 340, 80)"
image_1945.png,"(358, 327, 441, 499)"
image_1946.png,"(0, 0, 0, 0)"
image_1947.png,"(203, 4, 305, 74)"
image_1948.png,"(276, 31, 315, 46)"
image_1949.png,"(30, 6, 152, 128)"
image_1950.png,"(235, 59, 291, 103)"
image_1951.png,"(71, 41, 151, 76)"
